id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
2555,EKSP,medium_airport,"Skrydstrup Air Base",55.221048,9.26702,141,EU,Denmark,DK,"South Denmark",DK-83,83,Vojens,0,EKSP,SKS,,,https://en.wikipedia.org/wiki/Fighter_Wing_Skrydstrup,,375,2016-06-19T06:24:26+00:00
2547,EKLS,small_airport,"Læsø Airport",57.277199,11.0001,25,EU,Denmark,DK,"North Jutland",DK-81,81,Læsø,1,EKLS,BYR,,,https://en.wikipedia.org/wiki/L%C3%A6s%C3%B8_Airport,"Laeso, Laesoe",100,2024-04-07T13:21:55+00:00
29235,EKEL,small_airport,"Endelave Airfield",55.756753,10.248697,15,EU,Denmark,DK,"Central Jutland",DK-82,82,Endelave,0,EKEL,,,http://www.toftair.dk/,,,50,2021-11-28T07:54:08+00:00
29248,EKST,small_airport,"Sydfyn (Tasinge) Airfield",55.016602,10.5633,7,EU,Denmark,DK,"South Denmark",DK-83,83,Tasinge,1,EKST,,,,https://da.wikipedia.org/wiki/Sydfyns_Flyveplads,,100,2024-05-20T12:43:39+00:00
29647,EKAE,small_airport,"Ærø Airfield",54.852798,10.4564,3,EU,Denmark,DK,"South Denmark",DK-83,83,Ærø,1,EKAE,,,,https://en.wikipedia.org/wiki/%C3%86r%C3%B8_Airport,"Aero, Aeroe",100,2024-05-16T17:02:09+00:00
29239,EKKL,small_airport,"Kalundborg Airfield",55.700298,11.25,1,EU,Denmark,DK,Zealand,DK-85,85,Kalundborg,0,EKKL,,,,https://en.wikipedia.org/wiki/Kalundborg_Airfield,,50,2024-05-16T17:05:14+00:00
2554,EKSN,medium_airport,"Sindal Airport",57.503502,10.2294,92,EU,Denmark,DK,"North Jutland",DK-81,81,Sindal,1,EKSN,CNL,,http://www.eksn.dk/,https://en.wikipedia.org/wiki/Sindal_Airport,,750,2018-09-13T12:56:52+00:00
2557,EKTS,medium_airport,"Thisted Airport",57.06880187988281,8.705220222473145,23,EU,Denmark,DK,"North Jutland",DK-81,81,Thisted,0,EKTS,TED,,,https://en.wikipedia.org/wiki/Thisted_Airport,,375,2009-02-07T22:14:32+00:00
29234,EKAT,small_airport,"Anholt Flyveplads",56.698898,11.5559,23,EU,Denmark,DK,"Central Jutland",DK-82,82,Anholt,1,EKAT,,,http://www.anholt.dk/anholt_flyveplads.htm,,,100,2024-04-06T20:52:10+00:00
29244,EKRS,small_airport,"Ringsted Airfield",55.4258,11.8067,113,EU,Denmark,DK,Zealand,DK-85,85,Ringsted,1,EKRS,,,,https://da.wikipedia.org/wiki/Ringsted_Flyveplads,,100,2024-05-20T12:43:15+00:00
29241,EKNM,small_airport,"Morsø Airfield, Tødsø",56.824402,8.78667,53,EU,Denmark,DK,"North Jutland",DK-81,81,Morsø,0,EKNM,,,,,"Mors, Morso Airport Todso, Morsoe Airport Toedsoe",50,2021-11-27T05:21:10+00:00
29242,EKRD,small_airport,"Randers Airfield",56.506599,10.0364,139,EU,Denmark,DK,"Central Jutland",DK-82,82,Randers,0,EKRD,,,,https://en.wikipedia.org/wiki/Randers_Airport,,50,2024-05-16T17:06:02+00:00
29247,EKSS,small_airport,"Samsø Airfield",55.8895,10.6137,1,EU,Denmark,DK,"Central Jutland",DK-82,82,Samsø,0,EKSS,,,,https://en.wikipedia.org/wiki/Sams%C3%B8_Airport,"Samso, Samsoe",50,2024-05-16T17:06:23+00:00
29249,EKTD,small_airport,"Tønder Airfield",54.929699,8.84057,1,EU,Denmark,DK,"South Denmark",DK-83,83,Tønder,0,EKTD,,,,https://da.wikipedia.org/wiki/T%C3%B8nder_Flyveplads,"Tonder, Toender",50,2024-05-20T12:43:56+00:00
2558,EKVD,medium_airport,"Kolding Vamdrup Airfield",55.436298,9.33092,143,EU,Denmark,DK,"South Denmark",DK-83,83,"Kolding / Vamdrup",0,EKVD,,,,https://da.wikipedia.org/wiki/Kolding_Lufthavn,,250,2024-05-20T12:44:25+00:00
